facility_name,facility_phone,facility_address,facility_type,geo_lng,geo_lat
1on1 뉴힐링라이프재활운동센터 안양점,7086997876,경기도 안양시 동안구 흥안대로 458 평촌메가타운 4층 404호 뉴힐링라이프재활운동센터(평촌동),기타종목,126.9761157,37.3948992
국가대표우슈도장동탄지점,313766593,경기도 화성시 동탄지성로 18 금정프라자6층 603호(반송동),기타종목,127.0726151,37.205253
국가대표전은경태권도장,315101865,"경기도 남양주시 백봉로 32 A동 상가 2층 211호 국가대표전은경태권도(호평동, 두산 알프하임)",태권도,127.2547357,37.6510528
국가대표정도태권도장,319640458,경기도 고양시 덕양구 마상로 176 2층.국가대표정도태권도장(성사동),태권도,126.8416834,37.6573389
국가대표줄넘기클럽JW,,경기도 광주시 벌원길 65 3층(탄벌동),기타종목,127.2480936,37.4159186
국가대표참태권도장,319798787,경기도 고양시 덕양구 소원로 270 3층 국가대표참태권도(행신동),태권도,126.8514779,37.6149284
국가대표챔피언태권도장,317269120,경기도 광주시 신현로 121 SH-E동 2층 국가대표챔피언태권도장(신현동),태권도,127.1599458,37.3589727
국가대표탁구교실,314656557,"경기도 안양시 만안구 장내로120번길 22 3층, 국가대표탁구교실(안양동)",탁구,126.921872,37.395899
호평체육문화센터,315601401,경기도 남양주시 늘을2로 67 호평체육문화센터(호평동),수영,127.242293,37.6588611
볼더박스 클라임,312225010,경기도 화성시 경기대로 1038 4층 볼더박스 클라임(진안동),기타종목,127.0350587,37.2084341
국가대표푸른솔태권도,318418428,"경기도 양주시 부흥로 2021-7 상가2층 3층 국가대표푸른솔 태권도장(고읍동, TS푸른솔1차아파트)",태권도,127.0808143,37.8010844
국가대표휘트니스태권도장,319059535,경기도 고양시 일산동구 일산로 328 4층 휘트니스 태권도장(마두동),태권도,126.7844107,37.6647571
국무합기도,313986290,경기도 군포시 군포로 489-2 3층(당동),합기도,126.9442009,37.3502167
국선도건강센타,319075850,경기도 고양시 일산동구 강석로 153 신협빌딩 701호(마두동),종합체육시설,126.7775134,37.6542132
그레이트짐,323439682,경기도 부천시 소사구 경인옛로 3 4층 그레이트짐(소사본동),헬스,126.7931093,37.481993
꿈틀그라운드,312980701,"경기도 수원시 영통구 창룡대로 250 1동 107호 (근린생활시설 2층 꿈틀그라운드)(이의동, 수원광교 행복주택)",기타종목,127.0367648,37.2947375
나라찬효태권도,318589900,경기도 양주시 회천중앙로 248 5층 나라찬효태권도(덕계동),태권도,127.0535361,37.8196515
경희삼성태권도,25689080,경기도 구리시 이문안로99번길 13 3층(수택동),태권도,127.1423493,37.5925427
군포시장애인종합복지관,313991084,경기도 군포시 청백리길 18 복지관 2층 성인사회참여지원팀(금정동),종합체육시설,126.9332399,37.3625805
군포시청소년수련관,313901404,경기도 군포시 산본로 322 군포시청소년수련관(금정동),수영,126.9347135,37.3598091
굿라이프,22329004,경기도 수원시 팔달구 중부대로 110 한라시그마팰리스 상가 2층 207호(인계동),기타종목,127.0288321,37.2774567
21세기태권도,,경기도 안산시 상록구 부곡로 64 2층 21세기태권도(부곡동),태권도,126.8607181,37.3280176
237탁구클럽,,경기도 구리시 체육관로74번길 27 지층(수택동),탁구,127.1396319,37.5913506
굿컴퍼니(별별통합지원센터),312912171,경기도 수원시 권선구 금호로23번길 21 슬로피아 1층(금곡동),기타종목,126.9541719,37.2698021
권의성태권도장,26571576,경기도 평택시 조개터로42번길 66 3층 권의성태권도장(합정동),태권도,127.1063129,36.9900333
그레이스요가,222393302,경기도 용인시 기흥구 동백중앙로 283 C동703호(중동),요가,127.1534729,37.2780255
그린나래발달센터,,"경기도 용인시 기흥구 동백중앙로 225-6 221,222호 그린나래발달센터(중동)",기타종목,127.1503072,37.2740046
그린라인 플라잉요가,318823097,경기도 여주시 여흥로 129 지하1층(홍문동),요가,127.6377676,37.2957155
그린축구운동발달센터,,경기도 성남시 수정구 사송로 60 2층 그린축구운동발달센터(사송동),축구(풋살),127.1132108,37.414738
극동골프연습장,316773223,경기도 안성시 미양면 신두만곡로 933 극동골프,골프,127.2553385,36.9747891
극동볼링장,316773500,경기도 안성시 석정1길 27 극동볼링장3층(석정동),볼링,127.2610327,37.010283
글로벌박사경희대태권도장,313963100,경기도 군포시 삼성로 6 5층 글로벌박사경희대태권도장(부곡동),태권도,126.9345146,37.3363873
글로벌스포츠탁구교실,317446689,경기도 성남시 수정구 산성대로269번길 8 5층 글로벌스포츠(탁구교실)(신흥동),탁구,127.1467867,37.4415497
2JCM필라테스,312179676,경기도 수원시 권선구 세권로108번길 42 지하 JCM(세류동),기타종목,127.0150818,37.2559379
그린나래장애아동발달센터,23266169,경기도 부천시 상동로 90 메가플러스빌딩  B동 316호,기타종목,126.7537185,37.5051724
금메달 태권도,,경기도 부천시 오정구 고리울로51번길 7 고(고강동),태권도,126.8216934,37.5276357
금메달태권도,226140655,경기도 광명시 도덕로 40 상보빌딩 4층 금메달태권도(광명동),태권도,126.8522487,37.4684335
금메달태권도장,314323726,경기도 시흥시 정왕천로427번길 27-2 2층 태권도장(정왕동),태권도,126.7504813,37.3469723
금모래태권도 효 교육관,,경기도 시흥시 대은로 8-10 5층 금모래태권도(은행동),태권도,126.7937298,37.4394867
금빛태권도,318263331,"경기도 의정부시 호동로 67 402,406호(호원동)",태권도,127.0433266,37.7279274
금빛태권도,318580377,경기도 양주시 평화로1489번길 59-9 3층 금빛태권도(덕계동),태권도,127.0464971,37.8235038
금오검도관,318524525,경기도 의정부시 청사로47번길 26 파크프라자 506호(금오동),검도,127.0681933,37.7524158
금오핫점핑,7088251122,"경기도 의정부시 장곡로 598 204-1호 (신곡동,월드프라자)(신곡동)",기타종목,127.0692947,37.7497612
설렘필라테스,319739609,경기도 고양시 덕양구 화중로 72 803호 설렘필라테스(화정동),필라테스,126.8310953,37.6336038
금촌MK볼링장,319480929,"경기도 파주시 중앙로 308 2층(금촌동, 금촌타워상가아파트)",볼링,126.7757132,37.7633424
다원태권도장,,경기도 안산시 상록구 샘골로 80 2층(본오동),태권도,126.8629854,37.2909087
기리요가스튜디오,,경기도 안양시 동안구 평촌대로 118 민백빌딩 지하1층(평촌동),요가,126.9608693,37.3831277
기파랑태권도,314107905,경기도 안산시 단원구 초지동로 33 5층(초지동),태권도,126.8165661,37.3067632
첼린저볼링장,318513800,경기도 의정부시 용민로 110 6.7층첼린저볼링장(민락동),볼링,127.089912,37.7390472
길가온태권도장,314032177,경기도 안산시 단원구 화정천동로 378 2층(와동),태권도,126.8174738,37.3381476
길라잡이태권도장,315280930,경기도 남양주시 퇴계원읍 경춘북로558번길 3 4층 길라잡이태권도장,태권도,127.1459031,37.6479267
길현탁구장,23764047,경기도 고양시 덕양구 중앙로64번길 38 2층(화전동),탁구,126.8770044,37.5975507
김건환탁구클럽,312364387,경기도 화성시 효행로 1052 씨네샤르망 A동 5층 김건환탁구클럽(병점동),탁구,127.042457,37.213946
김대연 탁구클럽,7088351799,경기도 성남시 중원구 마지로 133 지하 1층 김대연탁구클럽(하대원동),기타종목,127.1443555,37.4276772
다나한요가 월피점,3139394082,"경기도 안산시 상록구 예술광장로 35 4층 401호 다나한요가(월피동, 에스엘타운)",요가,126.8477396,37.3281014
김민성탁구클럽,,경기도 의정부시 평화로 278 2층 김민성탁구클럽(호원동),탁구,127.0475552,37.7166813
로하스당구장,,경기도 연천군 전곡읍 은전로78번길 77 로하스당구장,기타종목,127.0700397,38.0251673
김영희탁구교실,,경기도 군포시 광정로 78 8층 김영희탁구교실(산본동),탁구,126.9297765,37.3600098
다보람발달센터,,경기도 김포시 김포한강3로 287 가동 202호(장기동),기타종목,126.6597786,37.6413772
동호테니스아카데미,314250260,"경기도 안양시 동안구 흥안대로94번길 68 107호(호계동, 양우 내안애 팰리스)",테니스,126.9569379,37.3664901
김탁구클럽,314380099,"경기도 안산시 상록구 샘골로 158 B101,102(본오동)",탁구,126.8634038,37.2978613
김포천하태권도,319988633,"경기도 김포시 김포한강2로 273 단지내 상가 2층(201~203) 천하태권도(장기동, 청송마을 모아미래도엘가)",태권도,126.6621913,37.6498173
김포팬텀유소년축구클럽,7040900326,경기도 김포시 승가로 87-1 김포팬텀유소년축구클럽(풍무동),축구(풋살),126.712769,37.605276
김포프라임 유소년 축구클럽,,경기도 김포시 김포한강8로162번길 16 제이앤(마산동),축구(풋살),126.6442744,37.6361857
김포한강유도체육관 감정점,319819373,경기도 김포시 중봉1로 51 5층 김포한강유도체육관(감정동),유도,126.7025988,37.6250449
33바디랩,,경기도 평택시 지산로 110 2층(지산동),헬스,127.0671513,37.0809877
김혜경언어심리상담센터,315657428,경기도 구리시 건원대로34번길 11 8층(인창동),기타종목,127.1407953,37.6046198
김혜현 탁구클럽,,"경기도 시흥시 장현능곡로 188 SG프라자 5층 김혜현 탁구클럽 502,503호(능곡동)",탁구,126.810996,37.3693131
엠뉴짐,326547395,경기도 부천시 성지로 111-1 2층(원종동),헬스,126.8110061,37.5290879
꽃이필라꽃이피지오스튜디오평생교육원,319284987,경기도 양주시 옥정동로7다길 46 6층 607~610호(옥정동),종합체육시설,127.0928169,37.8194618
꿈꾸는 놀이터 아동발달센터,,"경기도 수원시 권선구 곡반정로 160 A동 3층 318호,319호(곡반정동, 라퍼스트)",기타종목,127.0342029,37.241706
꿈나무심리언어연구소,312544888,경기도 수원시 장안구 정조로 988 조원샤르망 212호(조원동),기타종목,127.010214,37.2951264
꿈나무인지언어연구소,312544888,수원시 팔달구 행궁로 77 송산빌딩 2층,기타종목,127.0158851,37.2757504
꿈나무태권도,280171611,경기도 성남시 분당구 동판교로 59 자유퍼스트프라자1동 1층(백현동),태권도,127.115058,37.3883538
꿈마루 운동발달센터,7087480103,경기도 안성시 아양1로 73 아너스퀘어 504~505호 꿈마루운동발달센터(옥산동),기타종목,127.2584522,37.0082227
꿈마을협동조합,,"경기도 남양주시 덕송3로 30 1202동 1층(별내동, 행복나눔센터)(별내동, 별가람마을1-2단지)",골프,127.1136793,37.6700269
꿈틀그라운드,,"경기도 수원시 영통구 창룡대로 250 근린생활시설 2층 꿈틀그라운드(이의동, 수원광교 행복주택)",기타종목,127.0367647,37.2947375
꿈틀아동발달센터 동탄점,313720701,"경기도 화성시 동탄순환대로10길 20 꿈틀아동발달센터(산척동, 동탄호수공원 경기행복주택)",기타종목,127.1191043,37.1668976
꿈틀아동발달센터꿈틀협동조합,312980701,"경기도 수원시 권선구 호매실로104번길 90 JD타워 401호, 403호(호매실동)",기타종목,126.9627028,37.2595845
끌림필라테스,225672278,경기도 남양주시 오남읍 진건오남로536번길 6 3층 302호 끌림 필라테스,필라테스,127.2102067,37.6809239
나는 요가필라테스,326130389,경기도 부천시 원종로 21 301호(원종동),요가,126.8023655,37.5241681
나는필라테스 능곡역점,314938132,경기도 시흥시 능곡번영길 24 두성타워3층(능곡동),필라테스,126.8074447,37.3700795
나라찬태권도장,,경기도 안산시 단원구 와동로 82 2층(와동),태권도,126.8287526,37.3375662
나래아동발달센터,23468886,"경기도 부천시 경인로 505 206호 (괴안동,역곡하이뷰) 나래아동발달센터(괴안동, 역곡하이뷰)",기타종목,126.8111706,37.4844138
나래아동청소년발달센터,313787675,경기도 오산시 대원로 57 801호(원동),기타종목,127.074755,37.1465825
나르샤점핑,7088343442,경기도 수원시 장안구 송원로 39 406호 나르샤점핑(송죽동),기타종목,127.0067635,37.2991823
나르샤태권도,315233434,"경기도 남양주시 다산순환로 424 성산플레이스2, 5층 나르샤태권도(다산동)",태권도,127.1577463,37.6197104
오남체육문화센터,315601223,경기도 남양주시 오남읍 진건오남로577번길 11 오남체육문화센터,수영,127.2098432,37.6848694
휴필라테스,,경기도 하남시 미사강변동로 85 힐스테이트에코미사 2115호(망월동),필라테스,127.1918814,37.562532
더가꾸다필라테스사우점평생교육원,,경기도 김포시 돌문로 49 3층(사우동),필라테스,126.7174575,37.619317
나인원피트니스 봉담점,,경기도 화성시 봉담읍 삼천병마로 1256-3 3층 나인원 피트니스,헬스,126.9472968,37.2186493
남사스포츠센터,280977805,경기도 용인시 처인구 남사면 한숲로 100 한숲로 100,수영,127.1737916,37.156938
SFC축구클럽,312357588,경기도 화성시 융건로 76-4 SFC축구클럽(배양동),축구,126.9872866,37.2179153
6849600456,3180030208,경기도 화성시 동탄순환대로 617 범환프라자 지하1층 아이누리 수영장(청계동),수영,127.1147414,37.2007437
남수원국예태권도장,312353154,경기도 수원시 권선구 덕영대로1152번길 2 4층 태권도장(세류동),태권도,127.0166208,37.2506194
남양주도시공사 남양주체육문화센터,315601301,경기도 남양주시 다산지금로 91 남양주체육문화센터(이패동),수영,127.1767454,37.6052842
남양주도시공사 별내커뮤니티센터,50713311462,경기도 남양주시 순화궁로 313 별내커뮤니티센터 수영장(별내동),수영,127.127036,37.6549343
남양주시청호평체육문화센터,315601401,경기도 남양주시 늘을2로 67 호평체육문화센터(호평동),기타종목,127.242293,37.6588611
더나은재활운동센터,,경기도 고양시 덕양구 꽃마을로 66 310호311호(향동동),종합체육시설,126.8933501,37.6012623
양주국민체육센터,318289873,경기도 양주시 고읍남로 172 양주국민체육센터(광사동),수영,127.0838395,37.7885664
더리얼휘트니스,318970123,경기도 용인시 수지구 고기로 115 3(동천동),헬스,127.0909004,37.3467254
아임필라테스,318899558,경기도 용인시 수지구 만현로 120 205(상현동),필라테스,127.0847161,37.3060547
88복싱장,,경기도 평택시 포승읍 여술로43번길 18 201.202호 88복싱장(포승삼부르네상스2단지),복싱,126.8475483,36.9907749
남철우 재활운동센터,,경기도 성남시 분당구 정자일로 1 코오롱트리폴리스1 C동 1505호(금곡동),기타종목,127.1053106,37.3508124
내몸에미소,316131211,경기도 화성시 동탄지성로 134 한솔프라자 5층 503호(능동),기타종목,127.0609874,37.2095824
내아이발달센터,7076042468,"경기도 성남시 수정구 위례광장로 19 708호,710호,711호(창곡동)",기타종목,127.1404574,37.4656896
내아이발달센터분당점,7081933667,경기도 성남시 분당구 백현로101번길 17 401~402호 내아이발달센터(분당점)(수내동),기타종목,127.1125099,37.3774801
사단법인해다온복지협회 고양지부,319236675,경기도 고양시 일산서구 하이파크3로78번길 30-1 4층(덕이동),기타종목,126.7562972,37.6982804
네모필라테스,,경기도 동두천시 중앙로 116 501호(지행동),필라테스,127.052518,37.8917688
네오짐,318186194,경기도 고양시 일산동구 약산길 2 부성빌딩 2층 202호(중산동),기타종목,126.792465,37.6792802
네오키즈광명,28997763,경기도 광명시 안현로 52 지하1층 수영장(하안동),수영,126.8774745,37.4655644
더가꾸다필라테스 장기점평생교육원,,경기도 김포시 태장로 800 7층 701호(장기동),필라테스,126.6784503,37.6380961
네츄럴무브,314832848,경기도 안산시 단원구 광덕3로 178 403호 네츄럴무브(고잔동),필라테스,126.8323498,37.3120538
백두태권도,319446222,"경기도 파주시 마음밭길 114 싱기3층(금촌동, 대방노블랜드아파트)",태권도,126.7712622,37.7704247
넥스트짐,,경기도 이천시 마장면 오천로 93 호산프라자 6층,헬스,127.3567462,37.2497427
노블파워점프 점핑 찜질 다이어트,,"경기도 화성시 병점노을4로 5 11층 1112, 1113호 노블파워점프(병점동)",기타종목,127.0292462,37.2049165
노상혁FTC,7086117817,경기도 성남시 분당구 정자일로 162 젤존타워2 604호(정자동),헬스,127.1063239,37.364614
녹양경기태권도,318556900,경기도 의정부시 체육로 304 녹양프라자 7층 경기태권도(녹양동),태권도,127.0413705,37.7609825
녹양인성태권도,318290827,경기도 의정부시 진등로 6 상승빌딩4층 인성태권도(녹양동),태권도,127.0328177,37.7585736
놀잇다 사회적협동조합,319452018,"경기도 파주시 운정중앙로 200 문화센터 내 놀잇다교육센터(목동동, 물향기마을 1단지 아파트)",기타종목,126.7257721,37.7282489
농업회사법인유한회사새곳 비스타밸리,315912275,경기도 남양주시 화도읍 비룡로360번길 15-17 비스타밸리,승마,127.3090863,37.6821745
농업회사법인주식회사한성승마클럽,318667272,경기도 양주시 평화로 1141-11 한성승마클럽(산북동),승마,127.0470119,37.7914681
누누운동 탁구클럽,25919004,경기도 남양주시 화도읍 먹갓로28번길 57 1층,탁구,127.2807706,37.6567002
뉴라이프짐,,경기도 김포시 초당로61번길 51 1층 뉴라이프짐(장기동),필라테스,126.6714555,37.6457701
뉴런농구교실,319079436,경기도 고양시 일산동구 고일로 48 1층(식사동),농구,126.8038178,37.6696318
뉴유성볼링장,316182973,경기도 안성시 공도읍 서동대로 4543 뉴유성볼링센터,볼링,127.206538,37.01054
스포밸리gym,314875050,경기도 안산시 단원구 광덕대로 168 6층(고잔동),헬스,126.8308408,37.311294
뉴타운휘트니스클럽,316623031,경기도 평택시 송탄로 66 이충프라자 502호(이충동),헬스,127.0565025,37.0513387
뉴트럴필라테스 1동탄점,3180039698,경기도 화성시 동탄공원로 36 3층(반송동),필라테스,127.0597088,37.202762
뉴핏휘트니스,27146714,경기도 성남시 분당구 정자로76번길 11 B1 뉴핏휘트니스(정자동),헬스,127.113526,37.3623633
뉴힐링라이프 재활운동센터 오산점,313766686,경기도 오산시 경기대로 178 비전탑오피스텔 305호(원동),헬스,127.073913,37.140645
AYGYM,313884855,경기도 안양시 동안구 평촌대로227번길 48 승진빌딩 지하1층(호계동),복싱,126.9528098,37.3910978
GDR동천골프클럽,312627775,경기도 용인시 수지구 고기로129번길 12-2 동천골프클럽(동천동),골프,127.0882011,37.3476889
늘답언어심리센터,223671940,경기도 광주시 광주역9로 21 DS빌딩 4층(역동),기타종목,127.2536494,37.4070892
능곡콩콩점핑,,"경기도 고양시 덕양구 토당로162번길 14 상가동 202호(토당동, 금강KCC아파트)",종합체육시설,126.8201534,37.6274457
다감필라테스,,경기도 평택시 청북읍 안청로2길 33-70 204호,필라테스,126.916466,37.0182902
코오롱글로벌(주) 스포렉스 행복점,319578908,경기도 파주시 와석순환로 415 B1운정행복센터수영장(와동동),수영,126.7515251,37.7240758
슈팅업치어리딩,312969600,경기도 화성시 봉담읍 상리2길 55 어반센터프라자 310호 311호,댄스,126.9469963,37.2250815
다농볼링장,314102215,경기도 안산시 상록구 예술광장로 1 9층 다농볼링장(월피동),볼링,126.8442343,37.3283714
아이랑발달지원센터,,경기도 성남시 분당구 야탑로 22 4층 아이랑발달지원센터(야탑동),기타종목,127.1214099,37.4084932
다산챔피언스탁구클럽,315650979,경기도 남양주시 다산중앙로 105-18 5층 탁구장(다산동),탁구,127.1519354,37.6224017
다산휘검도관,315685777,경기도 남양주시 다산중앙로146번길 18 다산동 와이파크타워 지하1층 2호 검도관(다산동),검도,127.1544134,37.6257236
소사벌레저 주식회사(소사벌탁구장),,경기도 평택시 비전2로 200 2층 206호(비전동),탁구,127.1128646,37.0012663
탄현스포츠,319122993,경기도 고양시 일산서구 산현로92번길 60 지층 02호(일산동),탁구,126.7708272,37.6894041
다이나믹액션프로모션,318235842,경기도 의정부시 평화로244번길 29 3층(호원동),기타종목,127.0489293,37.7138665
노블레스 볼링장,3180922929,경기도 의정부시 천보로 44 해동타워지하1층 노블레스볼링장(민락동),볼링,127.0963397,37.7443257
다이노 클라이밍,,경기도 남양주시 다산중앙로146번길 12-14 메트로타워 7층 다이노 클라이밍(다산동),클라이밍(암벽등반),127.1546684,37.6251905
다지기아동발달센터,7082530101,"경기도 시흥시 은행로 157 3층 다지기아동발달센터 시흥점 301,302,303호(은행동)",기타종목,126.7989667,37.4449127
다짐,319845096,경기도 김포시 고촌읍 장차로 1 범영빌딩3층 302호 다짐,헬스,126.769639,37.6025548
다짐필라테스탄현점,319184222,경기도 고양시 일산서구 탄현로 120 301호 다짐필라테스(탄현동),필라테스,126.7676707,37.7022224
아임필라테스&요가,312610812,경기도 용인시 수지구 문정로 13 중수프라자 6층(풍덕천동),필라테스,127.0960557,37.3219801
단국대 백호 태권도장,26587080,경기도 평택시 모산1길 17 3층 단국대 백호 태권도장(동삭동),태권도,127.089501,37.0164195
BMP복싱,319861842,경기도 김포시 통진읍 조강로36번길 6 3층 BMP복싱,복싱,126.6015387,37.6896265
다니생활체육관,313149922,경기도 시흥시 마산로 43 다니생활체육관(조남동),필라테스,126.8564947,37.3757195
달콤필라테스,,경기도 시흥시 목감우회로 45 601호 달콤필라테스(목감동),필라테스,126.8609132,37.3820348
당정탁구교실,,경기도 군포시 고산로211번길 32 3층 당정탁구교실(당정동),탁구,126.9507453,37.3435129
대건합기도,315911397,"경기도 남양주시 호평로 94 후문상가 301(호평동, 금강아파트)",합기도,127.2512169,37.6555417
대성검도관,319851248,경기도 김포시 김포한강9로 40 보연그랑플라스2 2층(구래동),검도,126.6270892,37.6405195
산본실내테니스아카데미,,경기도 군포시 고산로 515 110호(산본동),테니스,126.9225068,37.359327
CL 클라이밍,,경기도 화성시 동탄대로 446 (청계동) 그란비아스타 6층 6123호,클라이밍(암벽등반),127.1000579,37.1933905
부천풍산복싱체육관,336123436,경기도 부천시 경인로 183 서원빌딩 6층 부천풍산복싱체육관(심곡본동),복싱,126.7757949,37.4841047
대림고려태권도,314747844,"경기도 안양시 만안구 경수대로 1193 석수대림상가210 호(석수동, 석수e-편한세상아파트)",태권도,126.9136328,37.4149705
대림키즈태권도,315281116,경기도 남양주시 진건읍 진건오남로86번길 32 2층 대림키즈태권도,태권도,127.1811792,37.6583014
대박당구장,,경기도 군포시 금산로6번길 13 3층(금정동),당구,126.9418796,37.3636866
대성태권도,318473883,경기도 의정부시 금신로 376 선덕빌딩3층 우측(금오동),태권도,127.0579927,37.7484038
대원합기도,315653341,경기도 구리시 이문안로 32 3층 체육관(교문동),합기도,127.1348221,37.5918519
라엘배드민턴트레이닝센터,232870627,경기도 광주시 초월읍 경충대로963번길 11-9 라엘배드민턴트레이닝센터,배드민턴,127.3075944,37.3655632
용인대힘찬청룡태권도,29442573,경기도 파주시 금릉이길 35 2층 용인대힘찬청룡태권도(금릉동),태권도,126.7824121,37.75651
대지당구클럽,318971910,경기도 용인시 수지구 현암로 160 6층(죽전동),당구,127.1269415,37.3314114
덕정라온태권도장,318637111,경기도 양주시 화합로1325번길 22-35 상가 3층 덕정라온태권도(덕정동),태권도,127.0632752,37.8484453
대한검도 호매실검도관,312971230,경기도 수원시 권선구 금곡로 100 칠보프라자 602호 호매실검도관(금곡동),검도,126.9412832,37.2738628
대한검도회현인관,318683691,경기도 동두천시 중앙로 112 메인프라자 603호(지행동),검도,127.0525009,37.8914739
평택 한마음 탁구장,316517757,경기도 평택시 평택3로17번길 11 평택  한마음 탁구장(합정동),탁구,127.0923734,36.990782
DS당구클럽,315924939,경기도 남양주시 화도읍 맷돌로 118 7층,당구,127.3032852,37.6572967
랠리탁구장,24512032,경기도 군포시 번영로 588 랠리탁구장(금정동),탁구,126.9409999,37.3619993
더 그린 필라테스,,경기도 고양시 덕양구 토당로 140 2층 더 그린 필라테스(토당동),필라테스,126.8191576,37.6268573
더 베스트 안성태권도장,242181688,경기도 안성시 금산2길 17 1층(금산동),태권도,127.2713194,37.012345
더가꾸다 필라테스 장기점 평생교육원,,경기도 김포시 태장로 800 701호 더가꾸다 필라테스 장기점 평생교육원(장기동),필라테스,126.6784503,37.6380961
더가꾸다필라테스 평생교육원,319858824,경기도 김포시 김포한강4로 521 한강메디프라자4층 403호(구래동),필라테스,126.6261073,37.6458416
더가꾸다필라테스사우점평생교육원,297830098,경기도 김포시 돌문로 49 3층(사우동),필라테스,126.7174575,37.619317
로즈비점핑다이어트,,경기도 의정부시 용민로 313 303호 로즈비점핑다이어트(낙양동),기타종목,127.1038617,37.7525608
더그라운드 볼링앤빌리어드,317613316,경기도 광주시 양벌로215번길 7 2층 더그라운드 볼링앤빌리어드(양벌동),볼링,127.2545821,37.3776665
더나은재활운동센터,,"경기도 고양시 덕양구 꽃마을로 66 310, 311호(향동동, 한일미디어타워)",종합체육시설,126.8933501,37.6012623
더라운드필라테스,,"경기도 고양시 일산서구 중앙로 1391 레이크타운 502호(주엽동, 강선마을12단지아파트)",필라테스,126.7649062,37.6679186
더라인휘트니스,318761470,경기도 의정부시 회룡로 178 발곡프라자(장암동),헬스,127.0534967,37.7263725
더리얼휘트니스,28970123,경기도 용인시 수지구 고기로 115 3층(동천동),헬스,127.0909004,37.3467254
더메이크 사회적협동조합 시흥지부,7075433285,경기도 시흥시 비둘기공원6길 13-1 701호(대야동),기타종목,126.7914946,37.4422659
더발레핏 스튜디오,,경기도 안양시 동안구 시민대로 260 306호(관양동),무용(발레 등),126.959418,37.3935029
룩스필라테스 경기광주점,27672224,경기도 광주시 중앙로 110 로얄팰리스 8층 룩스필라테스(경안동),필라테스,127.2585858,37.4096318
더밝은 사회서비스센터,,경기도 시흥시 승지로 49 3층 더밝은사회서비스센터(능곡동),기타종목,126.8096061,37.3685789
로하스당구클럽,,경기도 연천군 전곡읍 은전로78번길 77 로하스당구클럽,당구,127.0700397,38.0251673
더블엠 다이어트 그룹PT복싱,,경기도 수원시 영통구 태장로 6 B1층(망포동),복싱,127.0466972,37.2380725
더샵필라테스요가 미사역점,27958250,경기도 하남시 미사강변동로 127 경서타워 808호(망월동),필라테스,127.1910518,37.5661873
더샾요가 미사점,243301452,경기도 하남시 미사강변동로 127 경서타워 809호(망월동),요가,127.1910518,37.5661873
더에밀리무용학원,316334486,경기도 이천시 남천로 50 2층 더에밀리무용학원(중리동),무용(발레 등),127.4428068,37.2772143
더올림 아동청소년발달센터,230490379,경기도 의정부시 새말로 1 2층 더올림 아동청소년발달센터(신곡동),기타종목,127.0648036,37.7477075
더원 행동재활센터,322142004,경기도 부천시 길주로 273 604호 더원(중동),기타종목,126.7728425,37.5039782
더좋은gym필라테스,323451110,경기도 부천시 소사구 소사로 202 4층 더좋은짐엔 필라테스(소사본동),헬스,126.7957873,37.4761533
필라테스 쌍떼,319415171,경기도 파주시 와석순환로 78 한강프라자402호(야당동),필라테스,126.7508054,37.7110375
더찬스짐,313337033,경기도 용인시 처인구 모현읍 문현로 345 2층 더찬스짐,헬스,127.2460478,37.3374949
리조트휘트니스PT군포산본점,,경기도 군포시 고산로 693 하나로빌딩 8층(산본동),헬스,126.9350341,37.3719783
리투필라테스,,경기도 하남시 신우실로 65 지안프라자 402호(감일동),필라테스,127.1621105,37.5096862
더함 리햅,,경기도 파주시 금바위로 42 9층 10호(와동동),필라테스,126.7600127,37.7283228
더함필라테스,,경기도 파주시 심학산로423번길 7-21 401호(목동동),필라테스,126.7372549,37.7188081
더함필라테스 운정초롱꽃점,,"경기도 파주시 초롱꽃로 133-3 7층, 701호(동패동)",필라테스,126.7187571,37.7125224
리프레쉬피트니스 3호점,314119679,경기도 시흥시 목감둘레로 253-35 예스프라자 7층(전층)(조남동),헬스,126.8613849,37.3809802
예당검도관,315710086,경기도 남양주시 진접읍 해밀예당3로 59 폴리플라자 301호,검도,127.1978808,37.7149474
더힘찬아동발달센터,,경기도 화성시 봉담읍 상리중심상가길 30 더힘찬아동발달센터 602호,기타종목,126.9450845,37.22658
덕소주짓수파크,,경기도 남양주시 와부읍 덕소로71번길 20-4 덕소주짓수파크,유도,127.212218,37.5881394
데빌김,25292344,경기도 남양주시 오남읍 진건오남로 545-5 가동2층,헬스,127.2098665,37.6820339
코치짐 구리점,25277251,경기도 구리시 갈매순환로 1 마들타워3층(갈매동),헬스,127.1111744,37.6262
GDR실내골프연습장,313557776,경기도 화성시 수노을2로 7 9층(새솔동),골프,126.8166243,37.285504
도담다담아동발달센터,,경기도 부천시 원미구 중동로248번길 86 703호(중동),기타종목,126.7734997,37.5009261
도담댄스아카데미학원,,경기도 시흥시 수풀안길 22 301호(조남동),댄스(줌바 등),126.8627829,37.3811837
스타틀파우라 축구아카데미,7087540707,경기도 수원시 권선구 상탑로21번길 38-12 스타틀파우라 축구아카데미(탑동),축구,126.9739507,37.272619
도담태권도,,경기도 구리시 갈매순환로 92 5층(갈매동),태권도,127.119344,37.6280711
