facility_name,facility_phone,facility_address,facility_type,geo_lng,geo_lat
필라테스 더 빌리브,,"서울특별시 노원구 마들로 31 그랑빌 주상가 3층 필라테스 더 빌리브(월계동, 그랑빌아파트)",필라테스,127.0686647,37.6183634
글로벌 태권도장,28417942,서울특별시 영등포구 대림로 245 5층 글로벌 태권도장(대림동),태권도,126.8963965,37.5023211
글로벌태권스쿨,28534471,서울특별시 관악구 조원로 128 303호(신림동),태권도,126.9166573,37.4851167
금강태권도,24355933,서울특별시 중랑구 면목로 375 2층(면목동),태권도,127.0882128,37.5855185
금강태권도,28665220,서울특별시 관악구 남부순환로151길 41 2층 금강태권도(신림동),태권도,126.915956,37.4836076
피트니스지앤지,25710058,"서울특별시 강남구 강남대로 240 지하2층,휘트니스엠 양재점(도곡동)",종합체육시설,127.0344241,37.4851767
피트니스오늘필라테스,,서울특별시 동대문구 장한로 29 상영빌딩 지하1층(장안동),필라테스,127.0660817,37.5641915
피트니스 뭅,,서울특별시 노원구 동일로 1365 502호(상계동),헬스,127.0612598,37.6505982
프라이드짐,236617778,서울특별시 강서구 양천로 709 3층(염창동),기타종목,126.874833,37.5499221
피지오핏,29330675,서울특별시 노원구 한글비석로 384 225호 피지오핏(중계동),필라테스,127.0734392,37.6599272
1ON1 뉴힐링라이프 재활운동센터 강동점,220397702,"서울특별시 강동구 양재대로124길 32 203호 뉴힐링라이프 재활운동센터(길동, 동서울오네뜨)",헬스,127.1436562,37.5426145
금빛호수 태권도,222322073,서울특별시 성동구 동호로 102 상가동 604호 금빛호수 태권도(금호동3가),태권도,127.0164321,37.5488915
금빛휘트니스센터,28029685,서울특별시 금천구 금하로 668 금빛휘트니스센터(시흥동),헬스,126.9044221,37.4526844
플렉스복싱,24271282,서울특별시 성동구 아차산로7길 4 3층(성수동2가),복싱,127.0543956,37.5455846
플라잉 온 필라테스,260151100,서울특별시 은평구 연서로3가길 14 2층(역촌동),필라테스,126.9149036,37.6035409
프리윌아동청소년발달센터,230128777,서울특별시 송파구 새말로 167 이주빌딩 2층 프리윌아동청소년발달센터(문정동),기타종목,127.131367,37.4854575
금천검도관,28610087,서울특별시 금천구 독산로 303 금천검도관(독산동),검도,126.9031066,37.4737878
금천구민문화체육센터,28611313,서울특별시 금천구 독산로54길 188 금천구민문화체육센터(독산동),헬스,126.907373,37.4700675
프리미어 스포츠 클럽,,"서울특별시 구로구 공원로 40 103호(구로동, 신도림쌍용플래티넘노블)",축구(풋살),126.8912982,37.5009591
금천구청금나래문화체육센터,28057678,서울특별시 금천구 시흥대로79길 32 금나래문화체육센터(독산동),헬스,126.8960531,37.4589314
금천장애인종합복지관,269128000,서울특별시 금천구 시흥대로101길 17 금천장애인종합복지관(독산동),기타종목,126.8963477,37.4639858
금천체육관,28047840,서울특별시 금천구 탑골로 15 시흥5동  827-23호 3층(시흥동),태권도,126.910705,37.4517582
회현체육센터,222808430,서울특별시 중구 퇴계로12길 78 회현체육센터(회현동1가),기타종목,126.981627,37.5560415
프롬더바디,276161236,서울특별시 성동구 왕십리로 115 9층 905호 프롬더바디(성수동1가),헬스,127.0441277,37.5479193
기쁜우리복지관,236653831,서울특별시 강서구 허준로 65 기쁜우리복지관(가양동),기타종목,126.8487793,37.5693631
기쁜우리체육센터,236638114,"서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터) 기쁜우리체육센터",수영,126.8487793,37.5693631
가천대상도태권도장,28212221,서울특별시 동작구 흑석로 11 2층(상도1동),태권도,126.9519089,37.5049704
용인대석사타이거K,23969123,서울특별시 서대문구 연희로 283 3층용인대석사 타이거K 태권도장(홍은동),태권도,126.9359967,37.5823562
프라이드필라테스,28329682,서울특별시 영등포구 여의대방로 95 4층 프라이드필라테스(신길동),필라테스,126.9171529,37.4976542
품태권스쿨,236649007,서울특별시 강서구 공항대로59길 41 2층 품태권스쿨(등촌동),태권도,126.863371,37.5535444
올림픽휘트니스,24690067,서울특별시 성동구 뚝섬로 400 3층 올림픽휘트니스(성수동2가),헬스,127.0550106,37.5385734
포텐PT,,서울특별시 강남구 학동로4길 18 지하1층(논현동),헬스,127.0231828,37.5102582
김도윤탁구클럽,29391018,서울특별시 노원구 덕릉로126길 6 2층 김도윤탁구클럽(상계동),탁구,127.0817984,37.6702199
포올태권도 운동발달센터,24487983,서울특별시 송파구 양재대로72길 18 백조상가 2층 포올태권도 운동발달센터(오금동),태권도,127.1287636,37.5090801
펠든크라이스다움,,"서울특별시 용산구 한강대로 205 D2911(한강로1가, 용산파크자이)",기타종목,126.9729276,37.536532
마포장애인종합복지관,23066212,서울특별시 마포구 성산로 128 마포장애인종합복지관(성산동),기타종목,126.9082019,37.5637955
다미안 요가&필라테스,222085190,서울특별시 중랑구 겸재로 187 3층 다미안요가필라테스(면목동),필라테스,127.0883647,37.5888011
갈현화랑태권도장,23540456,서울특별시 은평구 통일로87길 19 4층 갈현화랑태권도장(갈현동),태권도,126.9175284,37.62331
펀치라인복싱 미아삼양점,,서울특별시 강북구 삼양로 261 2층 펀치라인복싱(미아동),복싱,127.017988,37.626739
펀치라인복싱,29911388,서울특별시 강북구 삼양로 472 2층 펀치라인복싱(수유동),복싱,127.015806,37.6453913
황룡체육관,,"서울특별시 영등포구 대방천로 180 상가동203호(신길동, 우성2차아파트)",태권도,126.9109188,37.4981477
강동구도시관리공단 온조대왕문화체육관,220457844,서울특별시 강동구 고덕로 285 온조대왕문화체육관(고덕동),수영,127.157451,37.556703
까치당구클럽,,서울특별시 강서구 강서로18나길 1 2층(화곡동),당구,126.847237,37.5341812
깨금발재활운동센터,,서울특별시 관악구 남부순환로 1845 더 헤르미온 2층 201호 깨금발재활운동센터(봉천동),필라테스,126.9552889,37.4806611
퍼스트knsu 기계체조클럽  체육임용실기학원,249986280,서울특별시 관악구 양녕로 29 미화빌딩 4층 퍼스트KNSU(봉천동),기타종목,126.9464107,37.4846787
강남장애인복지관,25608223,서울특별시 강남구 개포로 605 강남장애인복지관 B1 강남 베프 피트니스센터(개포동),헬스,127.0735099,37.4919984
강남합기도스쿨,25723325,서울특별시 강남구 남부순환로363길 17 소화빌딩 강남합기도스쿨(도곡동),합기도,127.037778,37.4863718
꾸마시협동조합,269560799,"서울특별시 동대문구 천호대로 385 101-301(장안동, 글로벌팰리스)",농구,127.061918,37.5621596
강담태권도,28457239,"서울특별시 동작구 여의대방로10길 38 상가2층 강담태권도(신대방동, 보라매롯데낙천대아파트)",태권도,126.9134809,37.494605
꿈꾸는탁구클럽,,서울특별시 서초구 바우뫼로6길 46 동우빌딩(우면동),탁구,127.0273793,37.4688116
365탁구클럽,226373729,서울특별시 영등포구 선유로 115 (양평동1가),탁구,126.8901485,37.5243217
팩토리짐,220989679,서울특별시 금천구 두산로 70 A동 T-B201호(독산동),헬스,126.8956207,37.4689627
FULL 당구클럽,,서울특별시 중랑구 겸재로 264 2층 FULL 당구클럽(면목동),당구,127.0967978,37.590151
MSF GYM,220397499,서울특별시 동작구 여의대방로 284 지하1층(대방동),태권도,126.9253788,37.5118087
패트릭스아웃컴 고척점,220668788,서울특별시 구로구 고척로 239 힘찬테크 5층 패트릭스아웃컴(고척동),기타종목,126.8595806,37.5067064
파크골프대한스포츠사회적협동조합,24197330,서울특별시 송파구 문정로 246 송파구 사회적경제센터(마천동),기타종목,127.1420301,37.4999116
강동그린나래복지센터,24424550,서울특별시 강동구 고덕로 100-5 강동그린나래복지센터(암사동),기타종목,127.1365631,37.5543139
꿈의숲탁구장,29805642,서울특별시 강북구 오현로32길 4-3 지하 꿈의숲 탁구장(번동),탁구,127.0398658,37.6284321
파이널유도멀티짐 성북점,29231546,서울특별시 성북구 보문로30길 36 엘리트빌딩 3층 파이널유도멀티짐 성북점(안암동1가),유도,127.0194097,37.5890377
대명체육관,222079011,서울특별시 중랑구 봉화산로56길 153 대명프라자 309호 310호(신내동),유도,127.0967927,37.6014919
파이널유도멀티짐,262046565,서울특별시 강서구 등촌로 17 3층(화곡동),유도,126.8634675,37.5315894
419당구장,7075371552,서울특별시 강북구 4.19로11길 7 3층 419당구장(수유동),당구,127.0083169,37.6461189
3949당구장,,"서울특별시 동작구 보라매로5가길 16 지하1층 3호(신대방동, 보라매아카데미타워)",당구,126.9240749,37.4913263
강동신화태권도장,,서울특별시 강동구 천중로15가길 1 2층(천호동),태권도,127.1286583,37.5456775
끌로에필라테스 북가좌점,23030601,서울특별시 서대문구 응암로 54 4층 끌로에필라테스(북가좌동),필라테스,126.9102202,37.5778964
나라차 중계 태권도장,29308878,서울특별시 노원구 한글비석로 242 삼부프라자 B1 나라차 중계 태권도장(중계동),태권도,127.0769853,37.6492399
나라차하계태권도장,29728234,서울특별시 노원구 노원로 246 9층(하계동),태권도,127.074095,37.6396449
파스텔발란스 약수점,,서울특별시 중구 동호로 180 신당동 대승빌딩 4층 401호(신당동),필라테스,127.0113291,37.554421
커브스 가재울클럽,23071330,서울특별시 서대문구 수색로 56 505호(북가좌동),헬스,126.9123057,37.5708721
나라찬태권도,,서울특별시 강북구 삼양로163길 14 3층(우이동),태권도,127.0130945,37.6587482
파랑새아동발달센터,28269949,"서울특별시 동작구 상도로 301 지하 1층, 지상 4층 파랑새아동발달센터(상도1동)",기타종목,126.9499692,37.5009948
강무관대호무술체육관,29770505,"서울특별시 노원구 동일로204가길 34 B1층 152,153호(중계동, 씨앤미복합빌딩)",복싱,127.06816,37.6407272
인성태비태권도,24510037,"서울특별시 강남구 밤고개로21길 25 단지내상가202호,203호(자곡동, 래미안포레)",태권도,127.1097655,37.4754939
팀코리아태권도장,28664425,서울특별시 관악구 조원로 56 3층 팀코리아태권도장(신림동),태권도,126.9087181,37.4834948
팀제이짐,,서울특별시 구로구 경인로20가길 11 지하1층(오류동),헬스,126.8443995,37.4956484
강북경희대태권도,29847724,서울특별시 강북구 도봉로67길 35 2층 202호(미아동),태권도,127.0225464,37.630075
서울여성플라자스포츠센터,28222426,서울특별시 동작구 여의대방로54길 18 1층 스포츠센터(대방동),헬스,126.9272242,37.5116167
나우어린이수영,24424076,서울특별시 강동구 아리수로 427 지하1층 나우어린이수영(강일동),수영,127.1746155,37.5649683
강북남동훈태권도,234913911,서울특별시 도봉구 시루봉로12길 6 3층 태권도(방학동),태권도,127.0307496,37.6650972
강북문화예술회관,29443061,서울특별시 강북구 삼각산로 85 강북문화예술회관(수유동),수영,127.0133421,37.6408543
나인당구장,23561838,서울특별시 은평구 진관3로 22 이로운프라자9층(진관동),당구,126.9191768,37.638944
화이팅탁구교실,29961088,서울특별시 도봉구 해등로 130 화이팅탁구교실(창동),탁구,127.040855,37.6551239
대한태권도장,29795339,"서울특별시 노원구 월계로55길 4 상가2층 201,202호 대한태권도장(월계동)",태권도,127.0609256,37.631937
티에스TS한국체대 한일태권도장,28735506,서울특별시 관악구 신림로 264 4층(신림동),태권도,126.9326196,37.4787112
티에스 지디알 TSGDR 골프아카데미 정릉점,29177771,서울특별시 성북구 보국문로 50 b2(정릉동),골프,127.0100752,37.6088572
남산타운문화체육센터,222808480,"서울특별시 중구 다산로 32 남산타운문화체육센터 3층(신당동, 남산타운)",헬스,127.0097435,37.5500494
특공무술주짓수 우리도장,29876190,서울특별시 강북구 도봉로 164 3층 체육관(미아동),주짓수,127.0276426,37.6234255
특공무술신림도장,,서울특별시 관악구 문성로16가길 1 2층(신림동),합기도,126.9136617,37.4767024
트리플짐,23835550,서울특별시 은평구 역말로 5 3층(역촌동),복싱,126.9109724,37.6057199
강서구시설관리공단 강서레포츠팀,236611999,서울특별시 강서구 화곡로65길 62 강서구민올림픽체육센터(등촌동),헬스,126.8506012,37.559675
서울숲탁구클럽,,서울특별시 성동구 상원4길 9 서울시 성동구 상원4길9 지하(성수동1가),탁구,127.0497012,37.547293
강서구시설관리공단 마곡레포츠팀,236637171,서울특별시 강서구 양천로 251 마곡레포츠센터.마곡배드민턴장(마곡동),수영,126.8321543,37.5731624
강서클라이밍센터,236620138,서울특별시 강서구 공항대로 284 4층(내발산동),클라이밍(암벽등반),126.8391145,37.5581956
트리플에이짐,233904450,"서울특별시 동대문구 서울시립대로 155 면전빌딩 2,3층(전농동)",헬스,127.0540788,37.5838798
화심회라온태권도,29672535,서울특별시 강북구 인수봉로72길 42 상가2층 화심회라온태권도(수유동),태권도,127.0133425,37.6427152
강일 퍼스트 태권도장,24274765,서울특별시 강동구 아리수로93나길 50 504호505호(강일동),태권도,127.174498,37.5720997
동작구시설관리공단 사당문화회관,25884111,서울특별시 동작구 사당로8길 9 사당문화회관(사당동),수영,126.9696588,37.4847638
내아이발달센터서초,274352468,"서울특별시 서초구 동산로 32 지하1층 내아이발달센터(양재동, 세정빌)",기타종목,127.0428021,37.4704077
테스트 시설,232523252,서울특별시 송파구 올림픽로 424 올림픽공원,태권도,127.122959,37.520934
턴온피트니스,,서울특별시 마포구 토정로37길 41 3층 턴온피트니스(염리동),헬스,126.94672,37.542715
창동문화체육센터,29015200,서울특별시 도봉구 노해로69길 132 창동문화체육센터(창동),헬스,127.0507056,37.6581175
태종태권도,29093797,서울특별시 성북구 한천로101길 36 301호~3호(장위동),태권도,127.0488493,37.6225333
태아일체 라온태권도장,25770355,"서울특별시 서초구 청계산로7길 43 상가동 202호 라온태권도장(신원동, 서초포레스타5단지)",태권도,127.0571516,37.4515234
유오에스필라요가,,서울특별시 동대문구 서울시립대로 163 웰니스센터 2층 필라테스 룸(전농동),필라테스,127.0588564,37.583639
뉴금천휘트니스,28948308,서울특별시 금천구 독산로54길 32 B1(시흥동),헬스,126.9071745,37.4640198
태낭태사태권도장 다온관,226982492,서울특별시 양천구 중앙로23길 32 4층 태낭태사 태권도장 다온관(신정동),태권도,126.8532891,37.5178321
태낭태사 태권도,,서울특별시 양천구 월정로 69 3층 태낭태사 태권도(신월동),태권도,126.8407356,37.5257044
세종탁구장,222433959,서울특별시 성동구 천호대로 432 지하1층(용답동),탁구,127.0668691,37.5607536
태권박사스포츠짐,264053023,"서울특별시 동작구 상도로34길 36-10 지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",태권도,126.9447745,37.5036619
화랑태권도체육관,234119557,서울특별시 강남구 일원로5길 51 4층 화랑태권도(일원동),태권도,127.0843345,37.4922331
뉴타운탁구클럽,,"서울특별시 은평구 가좌로7나길 30 우성상가지하 1층(응암동, 응암우성아파트)",탁구,126.9181038,37.5840245
화랑태권도,29091807,"서울특별시 성북구 보국문로30길 15 정릉대우아파트 상가 1층(정릉동, 정릉대우아파트)",태권도,127.0035716,37.6178779
뉴탁구클럽,,서울특별시 노원구 공릉로 235 3층 뉴탁구클럽(공릉동),탁구,127.0759373,37.6301734
뉴힐링라이프 재활운동센터 강북점,260809867,서울특별시 강북구 덕릉로 115 승진빌딩 5층 뉴힐링라이프 재활운동센터 강북점(번동),필라테스,127.0266552,37.6351308
태권도정훈체육관,24471246,서울특별시 광진구 뚝섬로 632 3층(자양동),헬스,127.0797369,37.5317929
화랑태권도,23857853,서울특별시 은평구 연서로 37 3층 화랑태권도(역촌동),태권도,126.9155514,37.6025674
늘푸른발달센터,291545034,서울특별시 강남구 개포로 670 4층 늘푸른발달센터(일원동),종합체육시설,127.0856997,37.4954479
화랑태권도,222448996,서울특별시 동대문구 망우로16길 26 2층(휘경동),태권도,127.0611243,37.5890111
탑태권도장,29960045,"서울특별시 도봉구 해등로 190 (쌍문동, 신원주상복합2차아파트)",태권도,127.0357249,37.6583071
화랑체육관,28056464,서울특별시 금천구 시흥대로20길 13 2층 화랑체육관(시흥동),태권도,126.9041803,37.4410247
신길PT,29171349,서울특별시 영등포구 가마산로 451 용성빌딩4층(신길동),헬스,126.9065156,37.5058603
탁구장,23036070,서울특별시 마포구 모래내로1길 3 지하1층(성산동),탁구,126.9038944,37.5645579
화곡와이어주짓수,263692310,서울특별시 강서구 화곡로 128 2층(화곡동),주짓수,126.8360673,37.5402441
홍핏,27478296,서울특별시 종로구 사직로 119 목천빌딩(내자동),헬스,126.9719072,37.5763111
탁구랑,,서울특별시 송파구 거마로2길 18 지층(거여동),탁구,127.1467516,37.4932951
탁구랑,,서울특별시 송파구 거마로2길 18 지하1층 탁구랑(거여동),탁구,127.1467516,37.4932951
홍짐hong gym,,"서울특별시 관악구 난곡로 100 홍짐(신림동, 파로스프라자A동)",헬스,126.9195348,37.4642923
다미안요가필라테스 면목점,,서울특별시 중랑구 겸재로 187 3층 (다이안요가필라테스면목점)(면목동),필라테스,127.0883647,37.5888011
다사랑아동발달센터,226203160,서울특별시 양천구 신정이펜2로 12 404호(신정동),기타종목,126.8328206,37.5126032
운동하는날 우면점,25778296,서울특별시 서초구 바우뫼로6길 16 2층 운동하는날(우면동),헬스,127.0259369,37.4696225
다솜운동발달센터,23545943,서울특별시 은평구 서오릉로 40 (녹번동) 4층 다솜운동발달센터,기타종목,126.924847,37.6045338
사우스포복싱클럽,,서울특별시 노원구 동일로192길 11 하나빌딩5층. 사우스포복싱클럽(공릉동),복싱,127.0736709,37.6261205
다앤유재활운동센터,269535776,서울특별시 마포구 토정로 298 3층 301호(용강동),기타종목,126.9421767,37.5406218
킹태권도장,24527789,서울특별시 광진구 광나루로37길 24 2층(구의동),태권도,127.0882162,37.5457907
킹스키즈센터,,"서울특별시 영등포구 여의동로 213 지하 1층 상가 101호, 105호   킹스키즈센터(여의도동, 여의도금호리첸시아)",기타종목,126.9396472,37.5185998
킨더윌언어심리전문센터,29393421,"서울특별시 노원구 상계로23다길 13-8 10호 1층(상계동, 노원 아이파크)",기타종목,127.0694005,37.6598913
다이노스 스포츠,24350320,서울특별시 송파구 송이로36길 62-19 2층(문정동),축구(풋살),127.1266717,37.4842756
키즈 엘리트,269290079,서울특별시 양천구 목동동로10길 24 지하 1층 키즈엘리트 수영장(신정동),수영,126.8723647,37.5193552
다이어트복싱킥복싱MMA우슈,29000077,서울특별시 강북구 한천로 1182 3층체육관(수유동),복싱,127.0145908,37.6484167
키덜트골프클럽,25859710,서울특별시 서초구 남부순환로333길 32 B02(서초동),골프,127.0208512,37.4838565
키다리점핑운동,,서울특별시 성북구 보문로34가길 2 지하1층(동선동3가),기타종목,127.0200811,37.5915743
홍제미美탁구클럽,23958421,"서울특별시 서대문구 세무서7길 12-6 지하1층(홍제동, 대흥주택)",탁구,126.9465589,37.5916338
키노짐스포츠,29314040,서울특별시 성북구 정릉로52길 5 지하1층(종암동),농구,127.030242,37.6037836
다짐필라테스 신대방삼거리점,28153636,서울특별시 동작구 국사봉1길 11 다짐필라테스  신대방삼거리점,필라테스,126.929264,37.498998
클래식바디짐,27471622,"서울특별시 종로구 지봉로 87 지하1층 클래식바디짐(창신동, 창신3동주민센터)",헬스,127.0151761,37.5778443
홈핏,269588253,"서울특별시 마포구 백범로31길 21 609호, 서울창업허브 본관(공덕동)",헬스,126.9497275,37.5466767
크리드짐,,서울특별시 영등포구 당산로33길 9 4층 크리드짐(당산동3가),헬스,126.8956632,37.5271765
크로스핏 핏불 성수점,24991379,서울특별시 성동구 상원6길 14 상가건물 지하1층(성수동1가),크로스핏,127.0495662,37.5489071
달려라재활운동센터,234213337,서울특별시 중랑구 봉화산로 194 8층 810호(신내동),헬스,127.0947162,37.6064552
크로스핏 에이블 문정,24027668,서울특별시 송파구 동남로 108 지하1층 1호(문정동),헬스,127.1233728,37.4896516
크로스 복싱 클럽,23077982,서울특별시 은평구 은평로 46 크로스 복싱클럽 5층(신사동),복싱,126.9131123,37.5983117
CBS 기독교방송 종합문화센터,226507034,서울특별시 양천구 목동서로 159-1 CBS기독교방송 9층(목동),기타종목,126.8749907,37.5282318
당고개점핑,,서울특별시 노원구 덕릉로112길 42 3층(상계동),기타종목,127.0798879,37.6663622
스포니스 양재역점,,서울특별시 서초구 강남대로 267 지하1층 스포니스 양재역점(서초동),헬스,127.0323343,37.4871648
더리햅 맞춤재활운동센터,29093493,서울특별시 성북구 월계로40길 7 센트럴타운4층(장위동),기타종목,127.048374,37.6229606
거산MMA태권도장,232751212,서울시 서대문구 세검정로 89 MKA빌딩 2층,태권도,126.9486773,37.5957705
코리아탁구체육관,24728500,서울특별시 강동구 구천면로 304 5층 코리아탁구체육관(천호동),탁구,127.1348298,37.5467197
호림합기도,29970871,서울특별시 도봉구 도봉로125길 75 3층 호림합기도(쌍문동),합기도,127.0368419,37.6558441
용인대 국가대표 태권도장,226657989,서울특별시 강서구 마곡중앙5로 81 에스비타운 9층 901호(마곡동),태권도,126.8185936,37.567121
코리아블랙벨트센터,23730892,서울특별시 마포구 월드컵북로 496 2층 코리아블랙벨트센터(상암동),태권도,126.8801491,37.5848727
코리아 탑클래스태권도,236669950,서울특별시 구로구 서해안로 2293 리더원빌딩 204호 코리아 탑클래스태권도(오류동),태권도,126.8397451,37.491483
거원태권도,24041888,서울특별시 송파구 양산로4길 13 우토파크빌딩 5층 거원태권도(거여동),태권도,127.1447458,37.490006
대박점핑,28358481,서울특별시 영등포구 도신로15길 37 타원밸라움 203호(도림동),기타종목,126.8962141,37.5082578
코끼리아동청소년발달센터구로,226371032,"서울특별시 구로구 구로중앙로 134 리치몰 2층 코끼리아동청소년발달센터(구로동, 신구로자이나인스에비뉴)",기타종목,126.8846199,37.4999176
코끼리아동청소년발달센터강서지점,226667942,서울특별시 강서구 공항대로 190 푸리마타워 5층 501호 코끼리아동청소년발달센터(마곡동),기타종목,126.8286371,37.5590423
코끼리아동청소년발달센터,28932808,서울특별시 금천구 시흥대로 399 5층 515호 코끼리아동청소년발달센터(독산동),기타종목,126.8970019,37.4693592
코끼리아동청소년발달센터,29776136,서울특별시 중랑구 동일로 933 2층 코끼리아동청소년발달센터(묵동),기타종목,127.0765736,37.6137336
코끼리아동청소년발달센터,28420275,"서울특별시 동작구 보라매로5가길 16 6층 610호,613호(신대방동, 보라매아카데미타워)",기타종목,126.9240749,37.4913263
케이짐,247907975,"서울특별시 은평구 통일로89길 12-13 1층 101호(갈현동, 수아채)",기타종목,126.9188684,37.6251068
대우체육관,29982238,서울특별시 도봉구 덕릉로63가길 42 3층대우체육관(창동),태권도,127.0380907,37.643261
대우태권도,28884777,"서울특별시 관악구 관악로30길 27 관악푸르지오 상가 2층 206호(봉천동, 관악푸르지오)",태권도,126.9608925,37.487304
DMC파크뷰자이아파트입주자대표회의,244372404,"서울특별시 서대문구 가재울미래로 2 1단지 커뮤니티센터 지하1층(남가좌동, DMC파크뷰자이)",종합체육시설,126.9176129,37.5728378
호림태권도,254788877,서울특별시 관악구 광신길 154 3층 호림태권도(신림동),태권도,126.9270406,37.4655226
대조합기도,23513401,서울특별시 은평구 연서로18길 14 B1 대조합기도(대조동),합기도,126.9190192,37.6121253
혜인아동청소년발달센터,24328961,서울특별시 중랑구 망우로 262 3층(상봉동),기타종목,127.0817635,37.5950869
대치통합발달심리센터,,서울특별시 강남구 선릉로 320 성진빌딩 지하1층,기타종목,127.0522104,37.4982857
커브스장지클럽,220471278,서울특별시 송파구 충민로 52 BF1063호(문정동),헬스,127.1225323,37.4776993
현중무관 백호합기도,23514288,서울특별시 은평구 연서로3길 40 B1 현중무관 백호합기도(역촌동),합기도,126.9113307,37.6030554
커브스월곡클럽,29092230,서울특별시 성북구 오패산로 98 104호(하월곡동),헬스,127.0356515,37.6108526
커브스아현클럽,23933031,서울특별시 서대문구 북아현로 2 4층커브스(북아현동),헬스,126.9564199,37.557727
커브스석관클럽,269564230,서울특별시 성북구 돌곶이로 75 5층(석관동) 커브스석관클럽,에어로빅,127.0574858,37.6100929
커브스망원클럽,23329930,서울특별시 마포구 월드컵로 94 9층 커브스망원클럽(서교동),에어로빅,126.9094796,37.5571205
커브스까치산클럽,220653360,서울특별시 강서구 강서로 36 3층 커브스까치산(화곡동),헬스,126.8473882,37.5311832
커브스길음클럽,29427130,서울특별시 성북구 길음로 20 4층커브스(길음동),에어로빅,127.023066,37.6047272
커브스 행당클럽,222973070,서울특별시 성동구 행당로 87 대림리빙프라자 506호(행당동),기타종목,127.0285419,37.5573015
커브스 전농클럽,222163030,"서울특별시 동대문구 사가정로 148 sk아파트 스포츠상가 310호(전농동, 전농 SK아파트)",헬스,127.060549,37.5769111
커브스 상암클럽,269222230,서울특별시 마포구 월드컵북로 434 214호 커브스 상암클럽(상암동),헬스,126.8859573,37.5816533
커브스 상봉클럽,24358230,서울특별시 중랑구 망우로 305 6층(상봉동),헬스,127.0861833,37.5968772
대한합기도,28625753,"서울특별시 구로구 가마산로 280 201호(구로동, 구로2차순영웰라이빌)",합기도,126.8915795,37.4960691
커브스 면목클럽,24371330,서울특별시 중랑구 면목로 305 6층(면목동),헬스,127.0874615,37.5797018
종로구민회관,236722530,서울특별시 종로구 지봉로5길 7-5 종로구민회관(창신동),헬스,127.0144451,37.573459
캐롬빌리지,7042333949,서울특별시 영등포구 여의대방로65길 6 센터빌딩 지하2층(여의도동),기타종목,126.9305418,37.5191892
더리핏,220880787,서울특별시 동작구 상도로 360 지하1층(상도동),복싱,126.9530498,37.4965065
카이로스,24568885,서울특별시 광진구 용마산로 45 3층 비룡체육관(중곡동),합기도,127.0877132,37.5575945
종로구시설관리공단 종로문화체육센터,27329393,서울특별시 종로구 인왕산로1길 21 종로문화체육센터(사직동),수영,126.9646648,37.5742531
건강더하기헬스,28492831,서울특별시 영등포구 도신로 227 4층 건강더하기헬스(신길동),헬스,126.9162603,37.5121385
0211필라테스 개봉 평생교육원,,"서울특별시 구로구 고척로 85 아파트상가 2층, 0211필라테스(개봉동, 거성푸르뫼1차아파트)",필라테스,126.843584,37.5010811
충무스포츠센터,222808400,서울특별시 중구 퇴계로 387 충무스포츠센터(흥인동),기타종목,127.0148052,37.5659304
현대태권도장태권도,24469433,서울특별시 광진구 자양로15길 59 2층 현대태권도장(자양동),태권도,127.0804313,37.5351205
현대태권도,236635673,"서울특별시 강서구 양천로 507 상가3층 현대태권도(가양동, 강나루현대아파트)",태권도,126.8569326,37.5608928
더리햅 맞춤재활운동센터,29093493,서울특별시 성북구 월계로40길 7 414호(장위동),기타종목,127.048374,37.6229606
위너짐,29369696,서울특별시 노원구 동일로 1665 대은빌딩5층(상계동),헬스,127.0550064,37.6771528
올림픽기념국민생활관,27456701,서울특별시 종로구 성균관로 91 올림픽기념국민생활관(혜화동),수영,126.9988244,37.5904911
더발라레필 발레학원,240929043,서울특별시 송파구 백제고분로41길 20 201호 더발라레필발레학원(송파동),무용(발레 등),127.1075986,37.507776
건대탁구클럽,260151952,서울특별시 광진구 아차산로 324 지하 101호 건대탁구클럽(자양동),탁구,127.0787669,37.537424
건민체육관,,"서울특별시 은평구 통일로 796 아파트상가 132호(불광동, 북한산 힐스테이트7차)",태권도,126.9264534,37.6160938
건영볼링센타,233995351,서울특별시 노원구 섬밭로 258 지하 2층 건영볼링센타(중계동),볼링,127.0648461,37.6388762
더본필라테스,,서울특별시 구로구 천왕로 36 203호(천왕동),필라테스,126.8393789,37.4808802
더블유에스복싱클럽,231470111,서울특별시 은평구 연서로 134 지하 1층(역촌동),복싱,126.9174382,37.6106754
더블유에스복싱클럽,27021282,서울특별시 용산구 만리재로 134 8층ws복싱클럽(서계동),복싱,126.9625769,37.5513395
더사랑아동발달센터,23047142,서울특별시 마포구 월드컵로36길 18 309호(성산동),기타종목,126.9034042,37.566244
더아이다움,27111998,서울특별시 용산구 효창원로66길 17 3층 더아이다움(효창동),기타종목,126.9629456,37.5409915
F4탁구장,,서울특별시 양천구 남부순환로57길 2 지하 F4탁구장(신월동),탁구,126.8309394,37.5330463
피트니스더블유,23039755,서울특별시 서대문구 증가로 133 3층(남가좌동),헬스,126.9226282,37.5773206
타워필라테스요가 신대방역점,,서울특별시 관악구 신사로 104-1 5층 517-4호 (중앙빌딩)(신림동),필라테스,126.9140692,37.4872353
최경훈탁구교실,226118437,서울특별시 구로구 고척로 229 4층(고척동),탁구,126.8584791,37.5062958
